"regular-font-size"
"নিজেদের তৈরি প্রথম যোগাযোগ স্যাটেলাইট উৎক্ষেপণ করল ‍তুরস্ক"
"নির্বাচনে কীভাবে জয় পেল ফ্রান্সের বামপন্থিরা"
"রাশিয়ার সর্বোচ্চ বেসামরিক সম্মাননা গ্রহণ করলেন নরেন্দ্র মোদি"
"পোলিশ সীমান্তের কাছে সামরিক মহড়া চীন-বেলারুশের, লক্ষ্য ন্যাটো?"
"ফিলিস্তিনের সঙ্গে মুক্ত বাণিজ্য শুরুর ঘোষণা ব্রাজিলের"
"রুশ বাহিনী থেকে ভারতীয়দের ছাড়তে অনুরোধ মোদির, সম্মতি পুতিনের"
"বাইডেন নির্বাচন থেকে সরবেন না : ভবিষ্যদ্বাণী ট্রাম্পের"
"নিজের বেতন ৪০ শতাংশ কমিয়ে দিলেন লাইবেরিয়ার প্রেসিডেন্ট"
"আসামে বন্যা : মোট নিহতের সংখ্যা পৌঁছাল ৮৫ জনে"
"ভারী বৃষ্টিতে মুম্বাইতে রেড অ্যালার্ট, বিপর্যস্ত জীবনযাত্রা"
"আলোচনায় বাধা সৃষ্টি করছেন নেতানিয়াহু, অভিযোগ হামাসের"
"ইমরান খানের আবেদন খারিজ করে দিলেন আদালত"
"টেক্সাসে বেরিলের তাণ্ডবে বিদ্যুৎহীন ২৭ লাখ লোক, বাতিল ১৩০০ ফ্লাইট"
"বাংলাদেশিদের কিডনি অপসারণ, গ্রেপ্তার অ্যাপোলোর চিকিৎসক"
"শিশু হাসপাতালসহ ইউক্রেনজুড়ে রাশিয়ার ব্যাপক হামলা, নিহত ৪১"
"গাজায় নিহতের প্রকৃত সংখ্যা প্রায় ২ লাখ : ল্যানসেট"
"কাশ্মিরে সশস্ত্র গোষ্ঠীর হামলায় ভারতীয় ৪ সেনা কর্মকর্তা নিহত"
"শেখ হাসিনার সফর যে কারণে গুরুত্বপূর্ণ বেইজিংয়ের কাছে"
"মোদির রাশিয়া সফর নিয়ে কী ভাবছে পশ্চিমা বিশ্ব?"
"তিস্তার পানি বণ্টন চুক্তি নিয়ে আবারও তোপ দাগলেন মমতা"
"বাংলাদেশসহ ৩ দেশে প্রাণহানি ১১৪ জনের, পানিবন্দি লাখ লাখ মানুষ"
"ইন্দোনেশিয়ায় অবৈধ স্বর্ণখনিতে ভূমিধস, নিহত অন্তত ১১"
"২০২৪ সালে ইতিহাসের সবচেয়ে উষ্ণ জুন দেখেছে বিশ্ববাসী"
"কিয়েভ ও মস্কোর পর হাঙ্গেরির প্রধানমন্ত্রী এবার বেইজিংয়ে"
"বন্যায় ভেসে যাচ্ছিল বাছুর, প্রাণ বিপন্ন করে বাঁচালেন এই ব্যক্তি"
"বিপর্যস্ত মুম্বাইয়ে বাতিল অর্ধশতাধিক ফ্লাইট, বন্ধ স্কুল-কলেজ"
"জন্মের ১৫ দিনের মাথায় মেয়ে শিশুকে জীবন্ত দাফন করল বাবা"
"মাদক ব্যবসা ও চোরাচালান, সৌদি আরবে ৭ বাংলাদেশি গ্রেপ্তার"
"নেপোলিয়নের পিস্তল উঠল নিলামে, বিক্রি সাড়ে ২১ কোটিতে"
"অ্যাসাঞ্জের বিরুদ্ধে আনা যৌন হেনস্থার অভিযোগে কী ছিল?"
"উরুগুয়েতে নার্সিং হোমে অগ্নিকাণ্ডে ১০ বয়স্ক নাগরিক নিহত"
"ফ্রান্সে কট্টর ডানপন্থিদের পেছনে ফেলে শীর্ষে বাম জোট"
"গাজায় ইসরায়েলি আগ্রাসন গড়াল দশম মাসে"
"হামাসের হামলায় ইসরায়েলি মেজর নিহত"
"তিন দেশের কাছে ক্ষমা চাইল ব্রাজিল"
"বেতন নিয়ে বিতর্ক, নিয়োগকর্তাকে কুপিয়ে হত্যা কর্মীর"
"১০ বিলিয়ন পাসওয়ার্ড ফাঁস করলেন হ্যাকার"
"ইসরায়েলি হামলায় গাজায় উপমন্ত্রী নিহত"
"বাংলাদেশের কাছে কী চায় চীন?"
"যেভাবে কাবায় লাগানো হয় নতুন গিলাফ, দেখুন খুব কাছ থেকে (ভিডিও)"
"কাশ্মিরে সংঘর্ষে ভারতীয় দুই সৈন্যসহ নিহত ১০"
"যুদ্ধবিরতির প্রস্তাবে ইসরায়েলের জবাবের অপেক্ষায় হামাস"
"ক্লাসরুমে শিক্ষার্থীর ছুরি হামলায় শিক্ষক নিহত"
"বিশ্ব আবহাওয়া পরিস্থিতি : ৭ জুলাই"
"‘পর্ন পাসপোর্ট’ চালু করছে স্পেন"
"প্রাথমিকের উত্তরপত্র উদ্ধারে প্রয়োজনে হ্যাকারের সহায়তা"
"ভারী বৃষ্টির জেরে নেপালে আকস্মিক বন্যা-ভূমিধস, নিহত অন্তত ১১"
"ইসরায়েল-গাজা নিয়ে ভারসাম্যপূর্ণ অবস্থান নিতে চায় যুক্তরাজ্য"
"যুক্তরাজ্যের নির্বাচনে পাকিস্তানি ও কাশ্মিরি প্রার্থীদের জয়জয়কার"
"ফ্রান্সে দ্বিতীয় দফার ভোট আজ"
"ইউক্রেনে লরি-মিনিবাসের ভয়াবহ সংঘর্ষ, শিশুসহ নিহত ১৪"
"পাপুয়া নিউ গিনির প্রভাবশালী মন্ত্রীকে গ্রেপ্তার করল অস্ট্রেলিয়া"
"যুক্তরাষ্ট্রে জন্মদিনের পার্টিতে বন্দুক হামলা, নিহত ৪"
"ইউক্রেনে রাশিয়ার ভয়াবহ হামলা, বিদ্যুৎবিচ্ছিন্ন ১ লাখ মানুষ"
"গাজায় জাতিসংঘ-পরিচালিত স্কুলে ইসরায়েলি হামলা, নিহত অন্তত ১৬"
"ইরানকে কোন পথে নেবেন সংস্কারপন্থি পেজেশকিয়ান?"
"কাশ্মিরে সশস্ত্র গোষ্ঠীর হামলায় ভারতীয় দুই সৈন্য নিহত"
"যুদ্ধবিরতির প্রধান শর্ত থেকে সরে এসেছে হামাস"
"ভারতে বহুতল ভবন ধসে আহত ১৫, অনেকের আটকা পড়ার শঙ্কা"
"জীবিত শিশুকে ‘উধাও’ করে দেওয়া হলো মৃত শিশু, ধরা পড়ল দাফনে"
"গৃহকর্মী নিয়োগের ফি কমাল কুয়েত"
"অবৈধ অভিবাসীদের নিয়ে যুক্তরাজ্যের নতুন প্রধানমন্ত্রীর বড় ঘোষণা"
"ইসরায়েলি হামলায় গাজায় একদিনে পাঁচ সাংবাদিক নিহত"
"সম্পর্ক উন্নয়নের বার্তা দিয়ে পেজেশকিয়ানকে সৌদি যুবরাজের অভিনন্দন"
"জোর করে প্রিন্সিপালকে তুলে বসানো হলো নতুন প্রিন্সিপালকে (ভিডিও)"
"ইরানের নতুন প্রেসিডেন্ট কে এই মাসুদ পেজেশকিয়ান"
"জিম্মিদের মুক্তিতে বাইডেনের প্রস্তাব মেনে নিয়েছে হামাস"
"গাজায় যুদ্ধবিরতি ইস্যুতে হামাস ও হিজবুল্লাহর বৈঠক"
"চলন্ত বাসে সন্তান প্রসব তরুণীর, এগিয়ে এলেন কন্ডাক্টর-যাত্রীরা"
"পশ্চিমবঙ্গে ৪৮ ঘণ্টায় এক হাসপাতালে ৭ শিশুর মৃত্যু"
"ইরানের নতুন প্রেসিডেন্ট মাসুদ পেজেশকিয়ান"
"বিশ্বের দীর্ঘতম সাইকেল বানিয়ে গিনেস বুকে ৮ প্রকৌশলী"
"‘একমাত্র ঈশ্বর আদেশ দিলে আমি সরবো’, সাক্ষাৎকারে বাইডেন"
"আগস্টেই মোদি সরকারের পতন হবে! দাবি লালুপ্রসাদের"
"যে কোনো মুহূর্তে হতে পারে হামাস-ইসরায়েল যুদ্ধবিরতি"
"শিবসেনা নেতার উপর প্রকাশ্যে তরবারি নিয়ে হামলা (ভিডিও)"
"বাজেটের বিরুদ্ধে বিক্ষোভের ডাক পাকিস্তান জামায়াতে ইসলামীর"
"হামাসের সঙ্গে আলোচনায় মোসাদ প্রতিনিধি দল পাঠাতে চান নেতানিয়াহু"
"মিসরের শিক্ষামন্ত্রীর পিএইচডি ডিগ্রি ভুয়া"
"‘বড় পরীক্ষার’ সামনে বাইডেন"
"হামাসের হামলায় ১০ ইসরায়েলি সেনা নিহত"
"নির্বাচনে হেরে গেছেন যুক্তরাজ্যের সাবেক প্রধানমন্ত্রী"
"৬ মাসে ৩ হাজার কোটি ডলার খুইয়েছেন মাস্ক"
"ইরানে চলছে ২য় দফা প্রেসিডেন্ট নির্বাচনের ভোটগ্রহণ"
"ভারত : হাথরাসে মৃতদের পরিবারের পাশে রাহুল গান্ধী"
"নাগরিকদের ২ লক্ষাধিক সিম কার্ড ব্লক করল পাকিস্তান"
"আজব ঘটনা : রেলওয়ে কর্মীর কামড়ে সাপের মৃত্যু"
"যুক্তরাজ্যের নির্বাচনে টানা চতুর্থবার জয় পেলেন টিউলিপ সিদ্দিক"
"হিজবুল্লাহর রকেট হামলায় ইসরায়েলি সেনা কর্মকর্তা নিহত"
"পঞ্চমবারের মতো বিজয়ী বাংলাদেশি বংশোদ্ভূত রুশনারা আলী"
"অনন্ত আম্বানির হাতে রিচার্ড মিলের ঘড়ি, দাম ১৭ কোটি ৫৬ লাখ টাকা"
"পরাজয় মেনে দায় নিলেন সুনাক, বললেন– সরি, অনেক কিছু শেখার আছে"
"ব্রিটেনে লেবার পার্টির নিরঙ্কুশ জয়, প্রধানমন্ত্রী হচ্ছেন স্টারমার"
"ইরানে দ্বিতীয় দফার প্রেসিডেন্ট নির্বাচন আজ"
"সিঙ্গাপুর থেকে ভারতে গিয়ে ‘দেবতা’, ভক্তদের মল খাইয়ে আয় ৪৪ কোটি"
"প্রেমিকাকে গুলি করে হত্যা, যুবকের গোপন চিঠিতে যা লেখা ছিল"
"৪ শতাধিক আসনে জিততে চলেছে লেবার পার্টি, ঋষির বিদায়ের ইঙ্গিত"
"গাজায় নিহত আরও অর্ধশতাধিক, প্রাণহানি ছাড়াল ৩৮ হাজার"
"মৌরিতানিয়ায় অভিবাসীবাহী নৌকা ডুবে ৮৯ জনের মৃত্যু"
"আরও ঘুমাতে রাত ৮টার পর কোনো অনুষ্ঠানে না যাওয়ার চিন্তা বাইডেনের"
"জলহস্তী সম্ভবত উড়তে পারে, বলছেন ব্রিটিশ গবেষকরা"
"পশ্চিম তীরে ৫ সহস্রাধিক নতুন আবাসনের অনুমোদন নেতানিয়াহুর"
"নির্বাচন থেকে ‘কোনোভাবেই’ সরছেন না বাইডেন : হোয়াইট হাউস"
"তালেবান আমাদের মিত্র, বললেন পুতিন"
"ভূমিধস জয়ে স্বস্তি মিলবে লেবার পার্টির?"
"নাইজারে সামরিক অভিযানে শতাধিক সন্ত্রাসী নিহত"
"আগামী সপ্তাহে রাশিয়া যাচ্ছেন মোদি"
"এক নজরে যুক্তরাজ্যের নির্বাচন"
"মালয়েশিয়ায় বিমানবন্দরে রাসায়নিক লিকেজ, অসুস্থ ২০"
"প্রতিদ্বন্দ্বিতা করছেন যে ৩৮ বাংলাদেশি বংশোদ্ভূত ব্রিটিশ"
"ইসরায়েলে বৃষ্টির মতো ২০০ রকেট ছুড়েছে হিজবুল্লাহ"
"অস্ট্রেলিয়ার পার্লামেন্টের ছাদে ফিলিস্তিনের সমর্থনে ব্যানার"
"স্ত্রীকে সঙ্গে নিয়ে ভোট দিলেন ঋষি সুনাক"
"গাজায় প্রতি ১০ জনের ৯ জনই বাস্তুচ্যুত : জাতিসংঘ"
"যুক্তরাজ্যে সাধারণ নির্বাচনের ভোটগ্রহণ শুরু"
"ভারী বৃষ্টির মধ্যে ভেঙে পড়ল আরও ৩ সেতু, ১৫ দিনে ভাঙল মোট ৯টি"
"২১৫ কিলোমিটার গতিতে জ্যামাইকায় বেরিলের আঘাত, ব্যাপক ক্ষয়ক্ষতি"
"বদলে যাচ্ছে রামমন্দিরের পুরোহিতদের পোশাকের রং, ফোনেও নিষেধাজ্ঞা"
"‘বাথরুমে যাচ্ছি, ধৈর্য ধরুন’, ভাইরাল এ বার্তাটি কোথাকার?"
"শপিং সেন্টারে হঠাৎ ছুরি নিয়ে হামলা, ইসরায়েলি সেনা নিহত"
"সপ্তাহ ব্যবধানে ফের হাসপাতালে ভর্তি লালকৃষ্ণ আদভানি"
"ভাষণে নির্বাচন নিয়ে খোঁচা, মোদিবিরোধী স্লোগানে উত্তাল রাজ্যসভা"
"কোথাও সরে যাচ্ছি না, ভোটের লড়াইয়ে শেষ পর্যন্ত থাকব : বাইডেন"
"গাজায় নিহত আরও ২৮ ফিলিস্তিনি, প্রাণহানি ৩৮ হাজার ছুঁইছুঁই"
"যুক্তরাজ্যে নির্বাচন আজ, ভরাডুবির শঙ্কায় সুনাকের দল"
"যুক্তরাষ্ট্রের স্বাধীনতা দিবস আজ"
"ইসরায়েলকে লক্ষ্য করে ১০০ ‘কাতিউশা’ রকেট ছুড়ল হিজবুল্লাহ"
"২৫০ কি.মি গতিতে জ্যামাইকায় আঘাত হানছে হারিকেন বেরিল"
"ক্ষমতাচ্যুত হওয়ার দ্বারপ্রান্তে নেপালের প্রধানমন্ত্রী"
"ইতালিতে প্রবাসী শ্রমিক হত্যায় জড়িত সন্দেহে জমির মালিক গ্রেপ্তার"
"লেবাননে ইসরায়েলের হামলায় হিজবুল্লাহর জ্যেষ্ঠ কমান্ডার নিহত"
"বিমানে হঠাৎ নাচ শুরু করলেন নারী যাত্রী (ভিডিও)"
"সরছেন বাইডেন? কপাল খুলছে হ্যারিসের?"
"বিশ্ব আবহাওয়া পরিস্থিতি : ৩ জুলাই ২০২৪"
"কাল নির্বাচন, যুক্তরাজ্যে রেকর্ড ভাঙা জয়ের সম্ভাবনা লেবার পার্টির"
"সিঙ্গাপুরে ধর্ষণের দায়ে জাপানি নরসুন্দরকে বেত্রাঘাতের সাজা"
"হারিকেন বেরিলের আঘাতে বিধ্বস্ত পুরো এক দ্বীপ"
"যুক্তরাজ্যের নির্বাচন : এই প্রথম ভোট দিচ্ছেন অভিবাসীরা"
"সন্তানের জন্য ওষুধ কিনতে বের হওয়া নারীকে গিলে খেলো সাপ"
"অস্ত্র বিক্রিতে নতুন রেকর্ড গড়ার পথে জার্মানি"
"কৃষক পরিবারে জন্ম নেওয়া ভোলে বাবার উত্থান যেভাবে"
"ভোলে বাবার গাড়ির ধুলো নিতে গিয়ে এত মৃত্যু?"
"হাথরাসে পদদলনের আগমুহূর্তের ভিডিও ভাইরাল, পরিস্থিতি কেমন ছিল?"
"ইমরানের দলে গ্রুপিং-কোন্দল, দ্বন্দ্ব মিটমাটে জেলেই হবে বৈঠক"
"এই প্রথম শীর্ষ নারী বিচারপতি পেল লাহোর হাইকোর্ট"
"বাইডেনের গাজা নীতির প্রতিবাদে চাকরি ছাড়লেন আরেক মার্কিন কর্মকর্তা"
"ইসরায়েলে হামলা বন্ধের জন্য যে শর্ত দিল হিজবুল্লাহ"
"আসামে ভয়াল রূপ নিয়েছে বন্যা, নিহত ৩৫"
"বিতর্কে খারাপ পারফরম্যান্স কেন, ব্যাখ্যা দিলেন বাইডেন"
"ভারতে পদদলনে ১২১ মৃত্যু : গ্রেপ্তার হতে পারেন ‘ভোলে বাবা’"
"গাজায় হত্যাকাণ্ডে যুক্তরাষ্ট্রের সম্পৃক্ততা অনস্বীকার্য"
"আফগানিস্তানে হামলা চালিয়ে যাওয়ার ঘোষণা পাকিস্তানের"
"চা ওয়ালা তিনবার প্রধানমন্ত্রী হওয়ায় ছটফট করছে কংগ্রেস : মোদি"
"রাফায় ২ মাসে নিহত ৯০০ হামাস যোদ্ধা, দাবি ইসরায়েলের"
"মালিতে সশস্ত্র সন্ত্রাসীদের ভয়াবহ হামলা, নিহত ৪০"
"ভারতে ধর্মীয় অনুষ্ঠানে পদদলনের যত ঘটনা"
"কে এই ভোলে বাবা, যার অনুষ্ঠানে পদদলনে প্রাণ গেল ১১৬ জনের"
"বিদেশি ৫৪ ওমরাহ কোম্পানিকে কালো তালিকাভুক্ত করল সৌদি আরব"
"মারা গেছেন পাকিস্তানের সবচেয়ে লম্বা মানুষ"
"কারাবন্দির সঙ্গে নারী পুলিশ কর্মকর্তার গোপন ভিডিও নিয়ে হৈ চৈ"
"ভারতে ভোলে বাবার সৎসঙ্গ সভায় যেভাবে প্রাণ গেল শতাধিক মানুষের"
"ভারতে ধর্মীয় অনুষ্ঠানে পদদলনে নিহত বেড়ে শতাধিক"
"ভারতে পদদলনে নিহতের সংখ্যা বেড়ে ৮৭"
"দুর্নীতির মামলায় ইমরান খানের স্ত্রী বুশরা বিবির জামিন"
"ভারতে ধর্মীয় অনুষ্ঠানে পদদলিত হয়ে ২৭ জনের মৃত্যু"
"ইসরায়েল-যুক্তরাষ্ট্র-যুক্তরাজ্যের ৪ জাহাজে হুথিদের হামলা"
"বিশ্ব আবহাওয়া পরিস্থিতি : ২ জুলাই ২০২৪"
"বিয়ে ঠিক করে আসেননি, ক্ষোভে প্রেমিকের বিশেষ অঙ্গ কেটে দিলেন তরুণী"
"চুল দাড়িতে সাদা রঙ মেখে যুবকের বিদেশ যাওয়ার চেষ্টা"
"এই প্রথম ব্রাজিল সফরে যাচ্ছেন আর্জেন্টিনার প্রেসিডেন্ট মিলেই"
"ফ্রান্সে উগ্র ডানপন্থিদের বিরুদ্ধে ঐক্যের উদ্যোগ"
"সৌদি আরবে তেল-গ্যাসের আরও ৭ নতুন খনি আবিষ্কার"
"ইউক্রেনে যাচ্ছে ইসরায়েলের সমরাস্ত্র: গুরুতর পরিণতির হুমকি রাশিয়ার"
"ঘাঁটিতে হামলা চালিয়ে ইউক্রেনের ৫টি যুদ্ধবিমান ধ্বংস করল রাশিয়া"
"আসামে ব্যাপক বন্যা : ১৯ জেলায় পানিবন্দি ৬ লক্ষাধিক মানুষ"
"স্ত্রীকে ফেসবুক থেকে দূরে রাখা নিষ্ঠুরতার শামিল, হাইকোর্টের রায়"
"হামাসকে সহায়তা : ৩ দেশের বিরুদ্ধে মামলা যুক্তরাষ্ট্রের আদালতে"
"ইমরান খানের গ্রেপ্তার বিধিবহির্ভূত, আন্তর্জাতিক আইনের লঙ্ঘন"
"কংগ্রেস মুখ্যমন্ত্রীর সঙ্গে দেখা করার ঘোষণা নাইডুর, নতুন মেরুকরণ?"
"কেনিয়ায় ব্যাপক সরকারবিরোধী আন্দোলন, নিহত ৩৯"
"সুপ্রিম কোর্টের রায়কে ‘বিপজ্জনক নজির’ বললেন বাইডেন"
"প্রবল শক্তি নিয়ে আছড়ে পড়ল হারিকেন বেরিল, বিদ্যুৎ বিভ্রাট-দুর্ভোগ"
"হামাসের সামরিক সক্ষমতা প্রায় শেষ করে ফেলেছে ইসরায়েল : নেতানিয়াহু"
"সুপ্রিম কোর্টের রায়ে গণতন্ত্রের জয় দেখছেন উচ্ছ্বসিত ট্রাম্প"
"ইসরায়েলে মুহুর্মুহু রকেট হামলা ইসলামিক জিহাদের"
"ডোনাল্ড ট্রাম্পকে আংশিক দায়মুক্তি দিলেন সুপ্রিম কোর্ট"
"বেপরোয়া গাড়ি চালনা : দক্ষিণ কোরিয়ায় নিহত ৯"
"ফ্রান্সে নির্বাচনে অভিবাসনবিরোধী জোটের উত্থানে ইউরোপজুড়ে উদ্বেগ"
"পশ্চিমবঙ্গে গণপিটুনিতে তিনদিনে নিহত ৫"
"শিশুদের যৌন নিপীড়ন : নেপালে ধর্মগুরুর ১০ বছরের কারাদণ্ড"
"‘বেরিল’ এখন চরম বিপজ্জনক, তাণ্ডব চালাতে পারে ২৫০ কিমি বেগে"
"৭ মাস পর মুক্তি পেলেন গাজার আল শিফা হাসপাতালের পরিচালক"
"ইসরায়েলে অস্ত্র সহায়তার স্থগিতাদেশ তুলে নিচ্ছে যুক্তরাষ্ট্র"
"ভাঙন কবলিত এলাকা পরিদর্শনে গিয়ে তাড়া খেয়ে পালালেন মন্ত্রী"
"মিয়ানমারে বেশি দামে চাল বিক্রির অভিযোগে গ্রেপ্তার ১১"
"বাইডেনের প্রার্থিতা নিয়ে যে অবস্থান তার পরিবারের সদস্যদের"
"সোমবার থেকে নতুন ফৌজদারি আইন চালু ভারতে"
"যে কারণে কানাডায় হঠাৎ ৮ শতাধিক ফ্লাইট বাতিল"
"প্রবল বৃষ্টির পর রাস্তায় চলে এলো বিশাল কুমির, ভিডিও ভাইরাল"
"উপকূলের আরও কাছে হারিকেন বেরিল, আঘাত হানবে যেসব দেশে"
"বিদেশি শিক্ষার্থীদের জন্য দুঃসংবাদ দিলো অস্ট্রেলিয়া"
"ভোটের খারাপ ফলে কেজরিওয়ালের দলকে দায়ী করল কংগ্রেস, জোটে ফাটল?"
"বেরিলের শঙ্কায় জ্বালানির জন্য লাইন, খাবার-পানি মজুদের হিড়িক"
"প্রথম দফার ভোটে কট্টর ডানপন্থিদের জয়, ম্যাক্রোঁর জোটের ভরাডুবি"
"গাজায় ইসরায়েলি বর্বরতা চলছেই, নিহত আরও ৪৩ ফিলিস্তিনি"
"ভয়াবহ নৃশংসতা: ছেলের সামনে মাকে পিষে দিলো ইসরায়েলি ট্যাংক"
"হিজবুল্লাহর ড্রোন হামলায় ১৮ ইসরায়েলি সেনা আহত"
"বাঁচার করুণ আকুতি, শত শত মানুষের সামনে ভেসে গেলেন ৭ জন (ভিডিও)"
"জরুরি অবতরণ করা ইসরায়েলি বিমানে জ্বালানি দেয়নি তুরস্কের কর্মীরা"
"অত্যন্ত বিপজ্জনক ঝড়ে রূপ নিল বেরিল, ২০৯ কিমি গতিতে তাণ্ডবের শঙ্কা"
"ঝড়ের তাণ্ডবে ফ্রান্স-সুইজারল্যান্ডে নিহত অন্তত ৭"
"প্রাণঘাতী রূপ নিচ্ছে হারিকেন বেরিল, ধ্বংসযজ্ঞের শঙ্কা"
"ভারতে বিজেপি নেত্রীকে বিবস্ত্র করে মারধর (ভিডিও)"
"বিশ্ব আবহাওয়া পরিস্থিতি : ৩০ জুন ২০২৪"
"হিজবুল্লাহ আর ‘সন্ত্রাসী গোষ্ঠী’ নয়, ঘোষণা আরব লীগের"
"নির্বাচনে জয়ী হলে কী করবেন তা নিয়ে ট্রাম্প-মেলানিয়ার চুক্তি"
"হিমালয়ে কৃত্রিম হিমবাহ তৈরি করছেন লাদাখের ‘আইসম্যান’ নোরফেল"
"বাজছে যুদ্ধের দামামা, ৭ দেশের নাগরিকদের লেবানন ছাড়ার নির্দেশ"
"বৃষ্টিতে বিপর্যস্ত দিল্লিতে মৃত ১১, ফের ভারী বর্ষণের সতর্কতা"
"যুদ্ধের হুমকি দেওয়ায় ইরান ‘ধ্বংস হওয়ার যোগ্য’: ইসরায়েল"
"মদ ভেবে সমুদ্রে পাওয়া বোতলের তরল পান, ৪ জেলের করুণ মৃত্যু"
"গাজায় যুদ্ধবিরতি চুক্তির কোনো খবর নেই, বলছে হামাস"
"স্বাস্থ্য নিয়ে উদ্বেগ, নির্বাচন থেকে বাইডেনকে সরে যাওয়ার আহ্বান"
"নাইজেরিয়ার উত্তরাঞ্চলে দফায় দফায় বিস্ফোরণ, নিহত অন্তত ১৮"
"মহাকাশে আটকেপড়াদের পৃথিবীতে ফিরিয়ে আনা যাবে কি না, জানালো ইসরো"
"গাজায় ইসরায়েলি হামলায় নিহত আরও ৪০ ফিলিস্তিনি"
"আঘাত পায়ে, চিকিৎসক অস্ত্রোপচার করলেন গোপনাঙ্গে"
"সার্বিয়ায় ইসরায়েলি দূতাবাসের সামনে তীর হামলা, হতাহত ২"
"অবৈধ বাংলাদেশি ইস্যুতে ব্রিটেনের রাজনীতিতে তোলপাড়"
